10001,1.0,2019-2020,C-99,elective
10001,1.0,2020-2021,C-284,compulsory
10001,1.0,2020-2021,C-239,compulsory
10001,1.0,2020-2021,C-155,compulsory
10001,1.0,2020-2021,C-130,compulsory
10001,1.0,2020-2021,C-278,elective
10001,1.0,2020-2021,C-204,elective
10001,1.0,2020-2021,C-92,elective
10001,1.0,2020-2021,C-60,elective
10001,1.0,2021-2022,C-203,compulsory
10001,1.0,2021-2022,C-86,compulsory
10001,1.0,2021-2022,C-180,compulsory-elective
10001,1.0,2021-2022,C-167,compulsory-elective
10001,1.0,2021-2022,C-136,compulsory-elective
10001,1.0,2021-2022,C-48,compulsory-elective
10001,1.0,2021-2022,C-194,elective
10001,1.0,2021-2022,C-79,elective
10001,1.0,2021-2022,C-54,elective
10001,1.0,2021-2022,C-43,elective
10001,1.0,2021-2022,C-6,elective
10001,1.0,2022-2023,C-263,compulsory
10001,1.0,2022-2023,C-282,compulsory-elective
10001,1.0,2022-2023,C-170,compulsory-elective
10001,1.0,2022-2023,C-98,compulsory-elective
10001,1.0,2022-2023,C-5,compulsory-elective
10001,1.0,2022-2023,C-255,elective
10001,1.0,2022-2023,C-222,elective
10001,1.0,2022-2023,C-178,elective
10001,1.0,2022-2023,C-88,elective
10001,1.0,2022-2023,C-70,elective
10001,1.0,2022-2023,C-67,elective
10001,1.0,2023-2024,C-14,compulsory
10001,1.0,2023-2024,C-299,compulsory-elective
10001,1.0,2023-2024,C-296,compulsory-elective
10001,1.0,2023-2024,C-132,compulsory-elective
10001,1.0,2023-2024,C-46,compulsory-elective
10001,1.0,2023-2024,C-289,compulsory-elective
10001,1.0,2023-2024,C-223,compulsory-elective
10001,1.0,2023-2024,C-137,compulsory-elective
10001,1.0,2023-2024,C-82,compulsory-elective
10001,2.0,2013-2014,C-265,compulsory
10001,2.0,2013-2014,C-213,compulsory-elective
10001,2.0,2013-2014,C-85,compulsory-elective
10001,2.0,2013-2014,C-75,compulsory-elective
10001,2.0,2013-2014,C-272,elective
10001,2.0,2013-2014,C-139,elective
10001,2.0,2013-2014,C-101,elective
10001,2.0,2013-2014,C-98,elective
10001,2.0,2013-2014,C-83,elective
10001,2.0,2014-2015,C-185,compulsory
10001,2.0,2014-2015,C-271,compulsory-elective
10001,2.0,2014-2015,C-258,compulsory-elective
10001,2.0,2014-2015,C-73,compulsory-elective
10001,2.0,2014-2015,C-65,compulsory-elective
10001,2.0,2014-2015,C-218,compulsory-elective
10001,2.0,2014-2015,C-208,compulsory-elective
10001,2.0,2014-2015,C-100,compulsory-elective
10001,2.0,2014-2015,C-90,compulsory-elective
10001,2.0,2015-2016,C-221,compulsory
10001,2.0,2015-2016,C-73,compulsory
10001,2.0,2015-2016,C-230,compulsory
10001,2.0,2015-2016,C-208,compulsory
10001,2.0,2015-2016,C-201,elective
10001,2.0,2015-2016,C-199,elective
10001,2.0,2015-2016,C-144,elective
10001,2.0,2015-2016,C-86,elective
10001,2.0,2015-2016,C-40,elective
10001,2.0,2015-2016,C-11,elective
10001,2.0,2016-2017,C-258,compulsory
10001,2.0,2016-2017,C-284,compulsory-elective
10001,2.0,2016-2017,C-94,compulsory-elective
10001,2.0,2016-2017,C-8,compulsory-elective
10001,2.0,2016-2017,C-250,elective
10001,2.0,2016-2017,C-197,elective
10001,2.0,2016-2017,C-176,elective
10001,2.0,2016-2017,C-11,elective
10001,2.0,2017-2018,C-240,compulsory
10001,2.0,2017-2018,C-194,compulsory
10001,2.0,2017-2018,C-208,compulsory-elective
10001,2.0,2017-2018,C-158,compulsory-elective
10001,2.0,2017-2018,C-133,compulsory-elective
10001,2.0,2017-2018,C-60,compulsory-elective
10001,2.0,2017-2018,C-257,elective
10001,2.0,2017-2018,C-201,elective
10001,2.0,2017-2018,C-169,elective
10001,2.0,2017-2018,C-81,elective
10001,2.0,2017-2018,C-66,elective
10001,2.0,2017-2018,C-21,elective
10001,2.0,2018-2019,C-276,compulsory
10001,2.0,2018-2019,C-129,compulsory
10001,2.0,2018-2019,C-117,compulsory-elective
10001,2.0,2018-2019,C-116,compulsory-elective
10001,2.0,2018-2019,C-48,compulsory-elective
10001,2.0,2018-2019,C-248,elective
10001,2.0,2018-2019,C-235,elective
10001,2.0,2018-2019,C-204,elective
10001,2.0,2018-2019,C-153,elective
10001,2.0,2018-2019,C-76,elective
10001,2.0,2019-2020,C-108,compulsory
10001,2.0,2019-2020,C-77,compulsory-elective
10001,2.0,2019-2020,C-24,compulsory-elective
10001,2.0,2019-2020,C-14,compulsory-elective
10001,2.0,2019-2020,C-234,elective
10001,2.0,2019-2020,C-224,elective
10001,2.0,2019-2020,C-202,elective
10001,2.0,2019-2020,C-200,elective
10001,2.0,2019-2020,C-25,elective
10001,2.0,2020-2021,C-48,compulsory
10001,2.0,2020-2021,C-196,compulsory-elective
10001,2.0,2020-2021,C-194,compulsory-elective
10001,2.0,2020-2021,C-107,compulsory-elective
10001,2.0,2020-2021,C-96,compulsory-elective
10001,2.0,2020-2021,C-258,elective
10001,2.0,2020-2021,C-182,elective
10001,2.0,2020-2021,C-158,elective
10001,2.0,2020-2021,C-130,elective
10001,2.0,2020-2021,C-64,elective
10001,2.0,2021-2022,C-142,compulsory
10001,2.0,2021-2022,C-287,compulsory-elective
10001,2.0,2021-2022,C-206,compulsory-elective
10001,2.0,2021-2022,C-236,elective
10001,2.0,2021-2022,C-178,elective
10001,2.0,2021-2022,C-29,elective
10001,2.0,2021-2022,C-24,elective
10001,2.0,2021-2022,C-7,elective
10001,2.0,2022-2023,C-286,compulsory
10001,2.0,2022-2023,C-187,compulsory
10001,2.0,2022-2023,C-222,compulsory
10001,2.0,2022-2023,C-40,compulsory
10001,2.0,2022-2023,C-275,elective
10001,2.0,2022-2023,C-210,elective
10001,2.0,2022-2023,C-194,elective
10001,2.0,2022-2023,C-191,elective
10001,2.0,2022-2023,C-37,elective
10001,2.0,2022-2023,C-17,elective
10001,2.0,2023-2024,C-163,compulsory
10001,2.0,2023-2024,C-146,compulsory
10001,2.0,2023-2024,C-35,compulsory-elective
10001,2.0,2023-2024,C-10,compulsory-elective
10001,2.0,2023-2024,C-11,compulsory-elective
10001,2.0,2023-2024,C-294,elective
10001,2.0,2023-2024,C-283,elective
10001,2.0,2023-2024,C-184,elective
10001,2.0,2023-2024,C-180,elective
10001,3.0,2013-2014,C-236,compulsory
10001,3.0,2013-2014,C-93,compulsory
10001,3.0,2013-2014,C-255,compulsory-elective
10001,3.0,2013-2014,C-235,compulsory-elective
10001,3.0,2013-2014,C-140,compulsory-elective
10001,3.0,2013-2014,C-266,elective
10001,3.0,2013-2014,C-160,elective
10001,3.0,2013-2014,C-135,elective
10001,3.0,2013-2014,C-100,elective
10001,3.0,2013-2014,C-37,elective
10001,3.0,2013-2014,C-34,elective
10001,3.0,2014-2015,C-255,compulsory
10001,3.0,2014-2015,C-33,compulsory-elective
10001,3.0,2014-2015,C-23,compulsory-elective
10001,3.0,2014-2015,C-220,elective
10001,3.0,2014-2015,C-149,elective
10001,3.0,2014-2015,C-98,elective
10001,3.0,2014-2015,C-76,elective
10001,3.0,2014-2015,C-32,elective
10001,3.0,2015-2016,C-168,compulsory
10001,3.0,2015-2016,C-149,compulsory-elective
10001,3.0,2015-2016,C-146,compulsory-elective
10001,3.0,2015-2016,C-103,compulsory-elective
10001,3.0,2015-2016,C-8,compulsory-elective
10001,3.0,2015-2016,C-233,elective
10001,3.0,2015-2016,C-205,elective
10001,3.0,2015-2016,C-190,elective
10001,3.0,2015-2016,C-67,elective
10001,3.0,2015-2016,C-49,elective
10001,3.0,2015-2016,C-9,elective
10001,3.0,2016-2017,C-128,compulsory
10001,3.0,2016-2017,C-222,compulsory-elective
10001,3.0,2016-2017,C-122,compulsory-elective
10001,3.0,2016-2017,C-120,compulsory-elective
10001,3.0,2016-2017,C-273,elective
10001,3.0,2016-2017,C-182,elective
10001,3.0,2016-2017,C-150,elective
10001,3.0,2016-2017,C-52,elective
10001,3.0,2017-2018,C-248,compulsory
10001,3.0,2017-2018,C-221,compulsory
10001,3.0,2017-2018,C-48,compulsory
10001,3.0,2017-2018,C-25,compulsory
10001,3.0,2017-2018,C-238,elective
10001,3.0,2017-2018,C-211,elective
10001,3.0,2017-2018,C-117,elective
10001,3.0,2017-2018,C-72,elective
10001,3.0,2018-2019,C-13,compulsory
10001,3.0,2018-2019,C-273,compulsory-elective
10001,3.0,2018-2019,C-230,compulsory-elective
10001,3.0,2018-2019,C-79,compulsory-elective
10001,3.0,2018-2019,C-237,elective
10001,3.0,2018-2019,C-205,elective
10001,3.0,2018-2019,C-197,elective
10001,3.0,2018-2019,C-185,elective
10001,3.0,2018-2019,C-58,elective
10001,3.0,2018-2019,C-43,elective
10001,3.0,2019-2020,C-49,compulsory
10001,3.0,2019-2020,C-205,compulsory-elective
10001,3.0,2019-2020,C-152,compulsory-elective
10001,3.0,2019-2020,C-55,compulsory-elective
10001,3.0,2019-2020,C-292,elective
10001,3.0,2019-2020,C-189,elective
10001,3.0,2019-2020,C-170,elective
10001,3.0,2019-2020,C-118,elective
10001,3.0,2019-2020,C-90,elective
10001,3.0,2019-2020,C-73,elective
10001,3.0,2020-2021,C-77,compulsory
10001,3.0,2020-2021,C-213,compulsory-elective
10001,3.0,2020-2021,C-199,compulsory-elective
10001,3.0,2020-2021,C-49,compulsory-elective
10001,3.0,2020-2021,C-222,elective
10001,3.0,2020-2021,C-192,elective
10001,3.0,2020-2021,C-164,elective
10001,3.0,2020-2021,C-113,elective
10001,3.0,2020-2021,C-31,elective
10001,3.0,2021-2022,C-276,compulsory
10001,3.0,2021-2022,C-207,compulsory-elective
10001,3.0,2021-2022,C-118,compulsory-elective
10001,3.0,2021-2022,C-217,elective
10001,3.0,2021-2022,C-162,elective
10001,3.0,2021-2022,C-72,elective
10001,3.0,2021-2022,C-64,elective
10001,3.0,2022-2023,C-184,compulsory
10001,3.0,2022-2023,C-218,compulsory-elective
10001,3.0,2022-2023,C-66,compulsory-elective
10001,3.0,2022-2023,C-272,elective
10001,3.0,2022-2023,C-190,elective
10001,3.0,2022-2023,C-131,elective
10001,3.0,2022-2023,C-125,elective
10001,3.0,2022-2023,C-46,elective
10001,3.0,2023-2024,C-70,compulsory
10001,3.0,2023-2024,C-9,compulsory
10001,3.0,2023-2024,C-290,compulsory-elective
10001,3.0,2023-2024,C-173,compulsory-elective
10001,3.0,2023-2024,C-4,compulsory-elective
10001,3.0,2023-2024,C-296,elective
10001,3.0,2023-2024,C-240,elective
10001,3.0,2023-2024,C-160,elective
10001,3.0,2023-2024,C-158,elective
10001,3.0,2023-2024,C-115,elective
10001,3.0,2023-2024,C-22,elective
10011,1.0,2013-2014,C-162,compulsory
10011,1.0,2013-2014,C-240,compulsory-elective
10011,1.0,2013-2014,C-101,compulsory-elective
10011,1.0,2013-2014,C-93,compulsory-elective
10011,1.0,2013-2014,C-262,elective
10011,1.0,2013-2014,C-208,elective
10011,1.0,2013-2014,C-199,elective
10011,1.0,2013-2014,C-83,elective
10011,1.0,2014-2015,C-121,compulsory
10011,1.0,2014-2015,C-211,compulsory-elective
10011,1.0,2014-2015,C-171,compulsory-elective
10011,1.0,2014-2015,C-267,elective
10011,1.0,2014-2015,C-263,elective
10011,1.0,2014-2015,C-160,elective
10011,1.0,2014-2015,C-108,elective
10011,1.0,2014-2015,C-87,elective
10011,1.0,2014-2015,C-83,elective
10011,1.0,2015-2016,C-178,compulsory
10011,1.0,2015-2016,C-218,compulsory-elective
10011,1.0,2015-2016,C-200,compulsory-elective
10011,1.0,2015-2016,C-107,compulsory-elective
10011,1.0,2015-2016,C-47,compulsory-elective
10011,1.0,2015-2016,C-293,compulsory-elective
10011,1.0,2015-2016,C-263,compulsory-elective
10011,1.0,2015-2016,C-262,compulsory-elective
10011,1.0,2015-2016,C-106,compulsory-elective
10011,1.0,2016-2017,C-291,compulsory
10011,1.0,2016-2017,C-28,compulsory
10011,1.0,2016-2017,C-265,compulsory-elective
10011,1.0,2016-2017,C-224,compulsory-elective
10011,1.0,2016-2017,C-209,compulsory-elective
10011,1.0,2016-2017,C-59,compulsory-elective
10011,1.0,2016-2017,C-283,compulsory-elective
10011,1.0,2016-2017,C-258,compulsory-elective
10011,1.0,2016-2017,C-115,compulsory-elective
10011,1.0,2016-2017,C-31,compulsory-elective
10011,1.0,2017-2018,C-295,compulsory
10011,1.0,2017-2018,C-31,compulsory
10011,1.0,2017-2018,C-297,compulsory-elective
10011,1.0,2017-2018,C-271,compulsory-elective
10011,1.0,2017-2018,C-84,compulsory-elective
10011,1.0,2017-2018,C-253,elective
10011,1.0,2017-2018,C-166,elective
10011,1.0,2017-2018,C-155,elective
10011,1.0,2017-2018,C-88,elective
10011,1.0,2017-2018,C-77,elective
10011,1.0,2018-2019,C-104,compulsory
10011,1.0,2018-2019,C-40,compulsory
10011,1.0,2018-2019,C-256,compulsory-elective
10011,1.0,2018-2019,C-233,compulsory-elective
10011,1.0,2018-2019,C-184,compulsory-elective
10011,1.0,2018-2019,C-253,elective
10011,1.0,2018-2019,C-189,elective
10011,1.0,2018-2019,C-92,elective
10011,1.0,2018-2019,C-15,elective
10011,1.0,2018-2019,C-6,elective
10011,1.0,2019-2020,C-224,compulsory
10011,1.0,2019-2020,C-193,compulsory
10011,1.0,2019-2020,C-142,compulsory
10011,1.0,2019-2020,C-22,compulsory
10011,1.0,2019-2020,C-289,elective
10011,1.0,2019-2020,C-274,elective
10011,1.0,2019-2020,C-152,elective
10011,1.0,2019-2020,C-145,elective
10011,1.0,2019-2020,C-136,elective
10011,1.0,2019-2020,C-127,elective
10011,1.0,2020-2021,C-218,compulsory
10011,1.0,2020-2021,C-186,compulsory
10011,1.0,2020-2021,C-228,compulsory-elective
10011,1.0,2020-2021,C-151,compulsory-elective
10011,1.0,2020-2021,C-109,compulsory-elective
10011,1.0,2020-2021,C-94,compulsory-elective
10011,1.0,2020-2021,C-264,elective
10011,1.0,2020-2021,C-137,elective
10011,1.0,2020-2021,C-105,elective
10011,1.0,2020-2021,C-63,elective
10011,1.0,2020-2021,C-47,elective
10011,1.0,2020-2021,C-45,elective
10011,1.0,2021-2022,C-224,compulsory
10011,1.0,2021-2022,C-55,compulsory
10011,1.0,2021-2022,C-236,compulsory-elective
10011,1.0,2021-2022,C-166,compulsory-elective
10011,1.0,2021-2022,C-47,compulsory-elective
10011,1.0,2021-2022,C-249,elective
10011,1.0,2021-2022,C-149,elective
10011,1.0,2021-2022,C-73,elective
10011,1.0,2021-2022,C-45,elective
10011,1.0,2022-2023,C-110,compulsory
10011,1.0,2022-2023,C-251,compulsory-elective
10011,1.0,2022-2023,C-234,compulsory-elective
10011,1.0,2022-2023,C-102,compulsory-elective
10011,1.0,2022-2023,C-49,compulsory-elective
10011,1.0,2022-2023,C-242,elective
10011,1.0,2022-2023,C-116,elective
10011,1.0,2022-2023,C-87,elective
10011,1.0,2022-2023,C-70,elective
10011,1.0,2022-2023,C-69,elective
10011,1.0,2023-2024,C-257,compulsory
10011,1.0,2023-2024,C-232,compulsory
10011,1.0,2023-2024,C-114,compulsory
10011,1.0,2023-2024,C-76,compulsory
10011,1.0,2023-2024,C-278,elective
10011,1.0,2023-2024,C-261,elective
10011,1.0,2023-2024,C-127,elective
10011,1.0,2023-2024,C-126,elective
10011,1.0,2023-2024,C-99,elective
10011,2.0,2013-2014,C-236,compulsory
10011,2.0,2013-2014,C-233,compulsory-elective
10011,2.0,2013-2014,C-183,compulsory-elective
10011,2.0,2013-2014,C-112,compulsory-elective
10011,2.0,2013-2014,C-83,compulsory-elective
10011,2.0,2013-2014,C-296,elective
10011,2.0,2013-2014,C-248,elective
10011,2.0,2013-2014,C-149,elective
10011,2.0,2013-2014,C-66,elective
10011,2.0,2013-2014,C-35,elective
10011,2.0,2014-2015,C-155,compulsory
10011,2.0,2014-2015,C-100,compulsory
10011,2.0,2014-2015,C-50,compulsory
10011,2.0,2014-2015,C-44,compulsory
10011,2.0,2014-2015,C-288,elective
10011,2.0,2014-2015,C-257,elective
10011,2.0,2014-2015,C-113,elective
10011,2.0,2014-2015,C-9,elective
10011,2.0,2015-2016,C-269,compulsory
10011,2.0,2015-2016,C-138,compulsory
10011,2.0,2015-2016,C-251,compulsory
10011,2.0,2015-2016,C-242,compulsory
10011,2.0,2015-2016,C-293,elective
10011,2.0,2015-2016,C-248,elective
10011,2.0,2015-2016,C-198,elective
10011,2.0,2015-2016,C-170,elective
10011,2.0,2015-2016,C-143,elective
10011,2.0,2015-2016,C-121,elective
10011,2.0,2016-2017,C-131,compulsory
10011,2.0,2016-2017,C-294,compulsory-elective
10011,2.0,2016-2017,C-218,compulsory-elective
10011,2.0,2016-2017,C-138,compulsory-elective
10011,2.0,2016-2017,C-80,compulsory-elective
10011,2.0,2016-2017,C-281,compulsory-elective
10011,2.0,2016-2017,C-247,compulsory-elective
10011,2.0,2016-2017,C-146,compulsory-elective
10011,2.0,2016-2017,C-119,compulsory-elective
10011,2.0,2017-2018,C-240,compulsory
10011,2.0,2017-2018,C-192,compulsory
10011,2.0,2017-2018,C-252,compulsory-elective
10011,2.0,2017-2018,C-230,compulsory-elective
10011,2.0,2017-2018,C-221,compulsory-elective
10011,2.0,2017-2018,C-10,compulsory-elective
10011,2.0,2017-2018,C-284,elective
10011,2.0,2017-2018,C-203,elective
10011,2.0,2017-2018,C-170,elective
10011,2.0,2017-2018,C-145,elective
10011,2.0,2017-2018,C-131,elective
10011,2.0,2017-2018,C-46,elective
10011,2.0,2018-2019,C-185,compulsory
10011,2.0,2018-2019,C-90,compulsory-elective
10011,2.0,2018-2019,C-82,compulsory-elective
10011,2.0,2018-2019,C-290,elective
10011,2.0,2018-2019,C-291,elective
10011,2.0,2018-2019,C-267,elective
10011,2.0,2018-2019,C-182,elective
10011,2.0,2018-2019,C-44,elective
10011,2.0,2018-2019,C-30,elective
10011,2.0,2019-2020,C-236,compulsory
10011,2.0,2019-2020,C-62,compulsory
10011,2.0,2019-2020,C-260,compulsory-elective
10011,2.0,2019-2020,C-168,compulsory-elective
10011,2.0,2019-2020,C-89,compulsory-elective
10011,2.0,2019-2020,C-80,compulsory-elective
10011,2.0,2019-2020,C-299,elective
10011,2.0,2019-2020,C-291,elective
10011,2.0,2019-2020,C-286,elective
10011,2.0,2019-2020,C-156,elective
10011,2.0,2019-2020,C-144,elective
10011,2.0,2019-2020,C-15,elective
10011,2.0,2020-2021,C-218,compulsory
10011,2.0,2020-2021,C-135,compulsory
10011,2.0,2020-2021,C-240,compulsory
10011,2.0,2020-2021,C-89,compulsory
10011,2.0,2020-2021,C-285,elective
10011,2.0,2020-2021,C-264,elective
10011,2.0,2020-2021,C-217,elective
10011,2.0,2020-2021,C-199,elective
10011,2.0,2020-2021,C-167,elective
10011,2.0,2020-2021,C-57,elective
10011,2.0,2021-2022,C-210,compulsory
10011,2.0,2021-2022,C-296,compulsory-elective
10011,2.0,2021-2022,C-282,compulsory-elective
10011,2.0,2021-2022,C-175,compulsory-elective
10011,2.0,2021-2022,C-118,compulsory-elective
10011,2.0,2021-2022,C-278,elective
10011,2.0,2021-2022,C-133,elective
10011,2.0,2021-2022,C-98,elective
10011,2.0,2021-2022,C-81,elective
10011,2.0,2021-2022,C-57,elective
10011,2.0,2022-2023,C-242,compulsory
10011,2.0,2022-2023,C-167,compulsory
10011,2.0,2022-2023,C-202,compulsory
10011,2.0,2022-2023,C-148,compulsory
10011,2.0,2022-2023,C-239,elective
10011,2.0,2022-2023,C-122,elective
10011,2.0,2022-2023,C-60,elective
10011,2.0,2022-2023,C-22,elective
10011,2.0,2022-2023,C-20,elective
10011,2.0,2023-2024,C-222,compulsory
10011,2.0,2023-2024,C-251,compulsory-elective
10011,2.0,2023-2024,C-191,compulsory-elective
10011,2.0,2023-2024,C-22,compulsory-elective
10011,2.0,2023-2024,C-188,elective
10011,2.0,2023-2024,C-155,elective
10011,2.0,2023-2024,C-48,elective
10011,2.0,2023-2024,C-4,elective
10011,3.0,2013-2014,C-203,compulsory
10011,3.0,2013-2014,C-174,compulsory
10011,3.0,2013-2014,C-268,compulsory-elective
10011,3.0,2013-2014,C-176,compulsory-elective
10011,3.0,2013-2014,C-46,compulsory-elective
10011,3.0,2013-2014,C-291,elective
10011,3.0,2013-2014,C-81,elective
10011,3.0,2013-2014,C-60,elective
10011,3.0,2013-2014,C-42,elective
10011,3.0,2014-2015,C-164,compulsory
10011,3.0,2014-2015,C-234,compulsory-elective
10011,3.0,2014-2015,C-112,compulsory-elective
10011,3.0,2014-2015,C-45,compulsory-elective
10011,3.0,2014-2015,C-272,elective
10011,3.0,2014-2015,C-206,elective
10011,3.0,2014-2015,C-152,elective
10011,3.0,2014-2015,C-90,elective
10011,3.0,2014-2015,C-14,elective
10011,3.0,2015-2016,C-263,compulsory
10011,3.0,2015-2016,C-37,compulsory
10011,3.0,2015-2016,C-81,compulsory-elective
10011,3.0,2015-2016,C-80,compulsory-elective
10011,3.0,2015-2016,C-67,compulsory-elective
10011,3.0,2015-2016,C-12,compulsory-elective
10011,3.0,2015-2016,C-191,elective
10011,3.0,2015-2016,C-103,elective
10011,3.0,2015-2016,C-55,elective
10011,3.0,2015-2016,C-51,elective
10011,3.0,2015-2016,C-44,elective
10011,3.0,2016-2017,C-243,compulsory
10011,3.0,2016-2017,C-273,compulsory-elective
10011,3.0,2016-2017,C-211,compulsory-elective
10011,3.0,2016-2017,C-172,compulsory-elective
10011,3.0,2016-2017,C-134,compulsory-elective
10011,3.0,2016-2017,C-281,elective
10011,3.0,2016-2017,C-269,elective
10011,3.0,2016-2017,C-173,elective
10011,3.0,2016-2017,C-168,elective
10011,3.0,2016-2017,C-152,elective
10011,3.0,2016-2017,C-78,elective
10011,3.0,2017-2018,C-239,compulsory
10011,3.0,2017-2018,C-228,compulsory
10011,3.0,2017-2018,C-184,compulsory-elective
10011,3.0,2017-2018,C-130,compulsory-elective
10011,3.0,2017-2018,C-112,compulsory-elective
10011,3.0,2017-2018,C-28,compulsory-elective
10011,3.0,2017-2018,C-280,elective
10011,3.0,2017-2018,C-260,elective
10011,3.0,2017-2018,C-234,elective
10011,3.0,2017-2018,C-172,elective
10011,3.0,2017-2018,C-24,elective
10011,3.0,2018-2019,C-136,compulsory
10011,3.0,2018-2019,C-127,compulsory
10011,3.0,2018-2019,C-230,compulsory-elective
10011,3.0,2018-2019,C-112,compulsory-elective
10011,3.0,2018-2019,C-34,compulsory-elective
10011,3.0,2018-2019,C-271,elective
10011,3.0,2018-2019,C-195,elective
10011,3.0,2018-2019,C-179,elective
10011,3.0,2018-2019,C-174,elective
10011,3.0,2018-2019,C-92,elective
10011,3.0,2019-2020,C-264,compulsory
10011,3.0,2019-2020,C-229,compulsory
10011,3.0,2019-2020,C-261,compulsory-elective
10011,3.0,2019-2020,C-233,compulsory-elective
10011,3.0,2019-2020,C-225,compulsory-elective
10011,3.0,2019-2020,C-33,compulsory-elective
10011,3.0,2019-2020,C-223,elective
10011,3.0,2019-2020,C-78,elective
10011,3.0,2019-2020,C-50,elective
10011,3.0,2019-2020,C-36,elective
10011,3.0,2019-2020,C-14,elective
10011,3.0,2020-2021,C-275,compulsory
10011,3.0,2020-2021,C-178,compulsory-elective
10011,3.0,2020-2021,C-83,compulsory-elective
10011,3.0,2020-2021,C-14,compulsory-elective
10011,3.0,2020-2021,C-256,elective
10011,3.0,2020-2021,C-242,elective
10011,3.0,2020-2021,C-213,elective
10011,3.0,2020-2021,C-165,elective
10011,3.0,2020-2021,C-85,elective
10011,3.0,2020-2021,C-62,elective
10011,3.0,2021-2022,C-95,compulsory
10011,3.0,2021-2022,C-168,compulsory-elective
10011,3.0,2021-2022,C-25,compulsory-elective
10011,3.0,2021-2022,C-274,elective
10011,3.0,2021-2022,C-267,elective
10011,3.0,2021-2022,C-172,elective
10011,3.0,2021-2022,C-21,elective
10011,3.0,2021-2022,C-18,elective
10011,3.0,2022-2023,C-85,compulsory
10011,3.0,2022-2023,C-254,compulsory-elective
10011,3.0,2022-2023,C-230,compulsory-elective
10011,3.0,2022-2023,C-174,compulsory-elective
10011,3.0,2022-2023,C-261,elective
10011,3.0,2022-2023,C-235,elective
10011,3.0,2022-2023,C-197,elective
10011,3.0,2022-2023,C-187,elective
10011,3.0,2022-2023,C-24,elective
10011,3.0,2022-2023,C-16,elective
10011,3.0,2023-2024,C-138,compulsory
10011,3.0,2023-2024,C-115,compulsory
10011,3.0,2023-2024,C-242,compulsory-elective
10011,3.0,2023-2024,C-81,compulsory-elective
10011,3.0,2023-2024,C-43,compulsory-elective
10011,3.0,2023-2024,C-298,elective
10011,3.0,2023-2024,C-278,elective
10011,3.0,2023-2024,C-263,elective
10011,3.0,2023-2024,C-141,elective
